question_id,question,difficulty,question_type,intent,comparison_method,model,model_name,generated_aql,gold_aql,generation_time,generation_error,validation_valid,validation_errors,validation_warnings,privacy_allowed,sensitive_fields,executed,execution_error,gold_executed,gold_execution_error,gold_result_count,generated_result_count,functional_correct,error_category,approach,agent_corrected,agent_correction_attempts,original_aql,final_aql
Q021,find the number of reviews written for “Cafe Zinho” restaurants in Texas,advanced,multi_hop_graph_count,,,Mistral,mistral:latest,"LET matching_businesses = (
    FOR b IN Businesses
        FILTER b.city == ""Texas""

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Reviews Written For “cafe Zinho” Restaurants""

            RETURN DISTINCT b._id
)

RETURN LENGTH(matching_businesses)","
LET reviews = (
    FOR b IN Businesses
        FILTER b.name == ""Cafe Zinho""
        FILTER b.state == ""Texas""

        FOR r IN 1..1 INBOUND b ReviewsBusiness
            RETURN DISTINCT r._id
)

RETURN LENGTH(reviews)
",6.363417625427246,,True,,,True,,True,,True,,1.0,1.0,True,correct,RAG + Agent,True,0,"FOR b IN Businesses
FILTER b.name == ""Cafe Zinho"" AND b.state == ""Texas""
FOR r IN OUTBOUND b ReviewsBusiness
COUNT r","LET matching_businesses = (
    FOR b IN Businesses
        FILTER b.city == ""Texas""

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Reviews Written For “cafe Zinho” Restaurants""

            RETURN DISTINCT b._id
)

RETURN LENGTH(matching_businesses)"
Q022,find the user with the most number of reviews,medium,graph_sort_limit,,,Mistral,mistral:latest,"FOR u IN Users
LET reviewCounts = (
    FOR r IN 1..1 OUTBOUND u WritesReview
    RETURN { user_id: u.user_id, count: LEN(r) }
)
SORT reviewCounts BY count DESC
RETURN reviewCounts[0].user_id","
FOR u IN Users

    LET review_count = LENGTH(
        FOR r IN 1..1 OUTBOUND u WritesReview
            RETURN 1
    )

    SORT review_count DESC
    LIMIT 1

    RETURN {
        user_id: u.user_id,
        name: u.name,
        review_count: review_count
    }
",3.6345181465148926,,True,,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,True,,False,[HTTP 400][ERR 1540] usage of unknown function 'LEN()',False,"HTTPConnectionPool(host='localhost', port=8529): Read timed out. (read timeout=60)",,,False,execution_error,RAG + Agent,False,0,"FOR u IN Users
LET reviewCounts = (
    FOR r IN 1..1 OUTBOUND u WritesReview
    RETURN { user_id: u.user_id, count: LEN(r) }
)
SORT reviewCounts BY count DESC
RETURN reviewCounts[0].user_id","FOR u IN Users
LET reviewCounts = (
    FOR r IN 1..1 OUTBOUND u WritesReview
    RETURN { user_id: u.user_id, count: LEN(r) }
)
SORT reviewCounts BY count DESC
RETURN reviewCounts[0].user_id"
Q023,how many users reviewed Sushi Too in Pittsburgh,advanced,multi_hop_graph_count,,,Mistral,mistral:latest,"LET matching_businesses = (
    FOR b IN Businesses
        FILTER b.city == ""Pittsburgh""

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Users Reviewed Sushi Too""

            RETURN DISTINCT b._id
)

RETURN LENGTH(matching_businesses)","
LET users = (
    FOR b IN Businesses
        FILTER b.name == ""Sushi Too""
        FILTER b.city == ""Pittsburgh""

        FOR r IN 1..1 INBOUND b ReviewsBusiness
            FOR u IN 1..1 INBOUND r WritesReview
                RETURN DISTINCT u._id
)

RETURN LENGTH(users)
",6.65165376663208,,True,,,True,,True,,True,,1.0,1.0,False,semantic_result_mismatch,RAG + Agent,True,0,"FOR u IN Users
    FILTER u.user_id IN (
        FOR r IN 1..1 OUTBOUND (
            FOR b IN Businesses
                FILTER b.name == ""Sushi Too""
                FILTER b.city == ""Pittsburgh""

                FOR c IN 1..1 OUTBOUND b BusinessCheckin
                    FOR w IN 1..1 OUTBOUND c Checkins
                        FOR bb IN 1..1 OUTBOUND w ReviewsBusiness
                        RETURN bb._from
        )
    )
    RETURN LENGTH(u._id)","LET matching_businesses = (
    FOR b IN Businesses
        FILTER b.city == ""Pittsburgh""

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Users Reviewed Sushi Too""

            RETURN DISTINCT b._id
)

RETURN LENGTH(matching_businesses)"
Q024,What is the number of pet groomers in Edinburgh,medium,graph_count,,,Mistral,mistral:latest,"LET matching_businesses = (
    FOR b IN Businesses
        FILTER b.city == ""Edinburgh""

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Pet Groomers""

            RETURN DISTINCT b._id
)

RETURN LENGTH(matching_businesses)","
LET businesses = (
    FOR b IN Businesses
        FILTER b.city == ""Edinburgh""

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Pet Groomers""
            RETURN DISTINCT b._id
)

RETURN LENGTH(businesses)
",4.0492706298828125,,True,,,True,,True,,True,,1.0,1.0,True,correct,RAG + Agent,True,0,"LET businesses = (
    FOR b IN Businesses
        FILTER b.city == ""Edinburgh""

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Pet Groomers""
            RETURN DISTINCT b._id
)

RETURN LENGTH(businesses)","LET matching_businesses = (
    FOR b IN Businesses
        FILTER b.city == ""Edinburgh""

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Pet Groomers""

            RETURN DISTINCT b._id
)

RETURN LENGTH(matching_businesses)"
Q025,How many pet groomers exist in Edinburgh,medium,graph_count,,,Mistral,mistral:latest,"LET matching_businesses = (
    FOR b IN Businesses
        FILTER b.city == ""Edinburgh""

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Pet Groomers Exist""

            RETURN DISTINCT b._id
)

RETURN LENGTH(matching_businesses)","
LET businesses = (
    FOR b IN Businesses
        FILTER b.city == ""Edinburgh""

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Pet Groomers""
            RETURN DISTINCT b._id
)

RETURN LENGTH(businesses)
",3.9015417098999023,,True,,,True,,True,,True,,1.0,1.0,False,semantic_result_mismatch,RAG + Agent,True,0,"LET businesses = (
    FOR b IN Businesses
        FILTER b.city == ""Edinburgh""

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Pet Groomers""
            RETURN DISTINCT b._id
)

RETURN LENGTH(businesses)","LET matching_businesses = (
    FOR b IN Businesses
        FILTER b.city == ""Edinburgh""

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Pet Groomers Exist""

            RETURN DISTINCT b._id
)

RETURN LENGTH(matching_businesses)"
Q026,What is the number of restaurants in Pittsburgh rated 4.5,medium,graph_count,,,Mistral,mistral:latest,"FOR b IN Businesses
FILTER b.city == ""Pittsburgh""
FILTER EXISTS (
  FOR c IN 1..1 OUTBOUND b BusinessCategory
    FILTER c.category_name == ""Restaurants""
    RETURN 1
)
FILTER EXISTS (
  FOR r IN 1..1 INBOUND b BusinessReview
    FILTER r.stars == 4.5
    RETURN 1
)
RETURN COUNT(b)","
LET restaurants = (
    FOR b IN Businesses
        FILTER b.city == ""Pittsburgh""
        FILTER b.rating == 4.5

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Restaurants""
            RETURN DISTINCT b._id
)

RETURN LENGTH(restaurants)
",26.943283796310425,,False,Unknown collection(s): BusinessReview,,True,,False,Rejected by validator,True,,1.0,,False,unknown_collection,RAG + Agent,True,2,"FOR b IN Businesses
FILTER b.city == ""Pittsburgh""
FILTER b.category_name == ""Restaurants""
FILTER b.rating == 4.5
COUNT b
RETURN b._count

In case you want to find the count of specific types of restaurants, like Indian or Italian, you can modify the filter condition accordingly. For example:

FOR b IN Businesses
FILTER b.city == ""Pittsburgh""
FILTER b.category_name == ""Restaurants""
FILTER b.category_name && 'Indian' || 'Italian'
COUNT b
RETURN b._count","FOR b IN Businesses
FILTER b.city == ""Pittsburgh""
FILTER EXISTS (
  FOR c IN 1..1 OUTBOUND b BusinessCategory
    FILTER c.category_name == ""Restaurants""
    RETURN 1
)
FILTER EXISTS (
  FOR r IN 1..1 INBOUND b BusinessReview
    FILTER r.stars == 4.5
    RETURN 1
)
RETURN COUNT(b)"
Q027,List all 5 star Italian restaurants,medium,graph_filter,,,Mistral,mistral:latest,"FOR b IN Businesses
FILTER b.rating == 5
FILTER ""Italian"" IN (
    FOR c IN 1..1 OUTBOUND b BusinessCategory
        RETURN c.category_name
)
RETURN DISTINCT {
    business_id: b.business_id,
    name: b.name,
    city: b.city,
    rating: b.rating
}","
FOR b IN Businesses
    FILTER b.rating == 5

    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )

    FILTER ""Italian"" IN categories
    FILTER ""Restaurants"" IN categories

    RETURN {
        business_id: b.business_id,
        name: b.name,
        city: b.city,
        state: b.state,
        rating: b.rating
    }
",4.697566747665405,,True,,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,True,,True,,True,,36.0,36.0,False,semantic_result_mismatch,RAG + Agent,False,0,"FOR b IN Businesses
FILTER b.rating == 5
FILTER ""Italian"" IN (
    FOR c IN 1..1 OUTBOUND b BusinessCategory
        RETURN c.category_name
)
RETURN DISTINCT {
    business_id: b.business_id,
    name: b.name,
    city: b.city,
    rating: b.rating
}","FOR b IN Businesses
FILTER b.rating == 5
FILTER ""Italian"" IN (
    FOR c IN 1..1 OUTBOUND b BusinessCategory
        RETURN c.category_name
)
RETURN DISTINCT {
    business_id: b.business_id,
    name: b.name,
    city: b.city,
    rating: b.rating
}"
Q028,How many tips have been written in 2015,simple,document_count,,,Mistral,mistral:latest,"LET tips = (
    FOR t IN Tips
        FILTER t.year == 2015
        RETURN DISTINCT t._id
)

RETURN LENGTH(tips)","
RETURN LENGTH(
    FOR t IN Tips
        FILTER t.year == 2015
        RETURN 1
)
",2.58594012260437,,True,,,True,,True,,True,,1.0,1.0,True,correct,RAG + Agent,False,0,"LET tips = (
    FOR t IN Tips
        FILTER t.year == 2015
        RETURN DISTINCT t._id
)

RETURN LENGTH(tips)","LET tips = (
    FOR t IN Tips
        FILTER t.year == 2015
        RETURN DISTINCT t._id
)

RETURN LENGTH(tips)"
Q029,What is the total likes on tips from Niloofar,medium,graph_aggregation,,,Mistral,mistral:latest,"LET tips = (
    FOR u IN Users
        FILTER u.name == ""Niloofar""

        FOR t IN 1..1 OUTBOUND u WritesTip
            RETURN t.likes
)

RETURN SUM(tips)","
LET likes = (
    FOR u IN Users
        FILTER u.name == ""Niloofar""

        FOR t IN 1..1 OUTBOUND u WritesTip
            RETURN t.likes
)

RETURN SUM(likes)
",3.111793041229248,,True,,,True,,True,,True,,1.0,1.0,True,correct,RAG + Agent,False,0,"LET tips = (
    FOR u IN Users
        FILTER u.name == ""Niloofar""

        FOR t IN 1..1 OUTBOUND u WritesTip
            RETURN t.likes
)

RETURN SUM(tips)","LET tips = (
    FOR u IN Users
        FILTER u.name == ""Niloofar""

        FOR t IN 1..1 OUTBOUND u WritesTip
            RETURN t.likes
)

RETURN SUM(tips)"
Q030,What is the total likes on tips about “Cafe Zinho”,medium,graph_aggregation,,,Mistral,mistral:latest,"FOR b IN Businesses
    FILTER b.name == ""Cafe Zinho""

    LET tips = []

    FOR t IN 1..INFINITY OUTBOUND b Tips
        LET likes = t.likes
        APPEND likes TO tips

    RETURN SUM(UNQUE(tips))","
LET likes = (
    FOR b IN Businesses
        FILTER b.name == ""Cafe Zinho""

        FOR t IN 1..1 INBOUND b TipsBusiness
            RETURN t.likes
)

RETURN SUM(likes)
",3.873344659805298,,True,,,True,,False,"[HTTP 400][ERR 1501] syntax error, unexpected identifier near 'APPEND likes TO tips

    RETURN...' at position 8:9",True,,1.0,,False,execution_error,RAG + Agent,False,0,"FOR b IN Businesses
    FILTER b.name == ""Cafe Zinho""

    LET tips = []

    FOR t IN 1..INFINITY OUTBOUND b Tips
        LET likes = t.likes
        APPEND likes TO tips

    RETURN SUM(UNQUE(tips))","FOR b IN Businesses
    FILTER b.name == ""Cafe Zinho""

    LET tips = []

    FOR t IN 1..INFINITY OUTBOUND b Tips
        LET likes = t.likes
        APPEND likes TO tips

    RETURN SUM(UNQUE(tips))"
Q031,What is the total likes on tips from Niloofar about “Cafe Zinho”,complex,multi_hop_graph_aggregation,,,Mistral,mistral:latest,"LET likes = (
    FOR u IN Users
        FILTER u.name == ""Niloofar""

        FOR t IN 1..1 OUTBOUND u WritesTip
            FILTER t.business_id == (
                FOR b IN Businesses
                    FILTER b.name == ""Cafe Zinho""
                    RETURN b.business_id
            )
            RETURN t.likes
)

RETURN SUM(likes)","
LET likes = (
    FOR u IN Users
        FILTER u.name == ""Niloofar""

        FOR t IN 1..1 OUTBOUND u WritesTip
            FOR b IN 1..1 OUTBOUND t TipsBusiness
                FILTER b.name == ""Cafe Zinho""
                RETURN t.likes
)

RETURN SUM(likes)
",5.076023578643799,,True,,,True,,True,,True,,1.0,1.0,True,correct,RAG + Agent,False,0,"LET likes = (
    FOR u IN Users
        FILTER u.name == ""Niloofar""

        FOR t IN 1..1 OUTBOUND u WritesTip
            FILTER t.business_id == (
                FOR b IN Businesses
                    FILTER b.name == ""Cafe Zinho""
                    RETURN b.business_id
            )
            RETURN t.likes
)

RETURN SUM(likes)","LET likes = (
    FOR u IN Users
        FILTER u.name == ""Niloofar""

        FOR t IN 1..1 OUTBOUND u WritesTip
            FILTER t.business_id == (
                FOR b IN Businesses
                    FILTER b.name == ""Cafe Zinho""
                    RETURN b.business_id
            )
            RETURN t.likes
)

RETURN SUM(likes)"
Q032,How many tips has Michelle written in 2014,medium,graph_count,,,Mistral,mistral:latest,"LET tips = (
    FOR u IN Users
        FILTER u.name == ""Michelle""

        FOR t IN 1..1 OUTBOUND u WritesTip
            FILTER t.year == 2014
            RETURN DISTINCT t._id
)

RETURN LENGTH(tips)","
LET tips = (
    FOR u IN Users
        FILTER u.name == ""Michelle""

        FOR t IN 1..1 OUTBOUND u WritesTip
            FILTER t.year == 2014
            RETURN DISTINCT t._id
)

RETURN LENGTH(tips)
",3.737172842025757,,True,,,True,,True,,True,,1.0,1.0,True,correct,RAG + Agent,False,0,"LET tips = (
    FOR u IN Users
        FILTER u.name == ""Michelle""

        FOR t IN 1..1 OUTBOUND u WritesTip
            FILTER t.year == 2014
            RETURN DISTINCT t._id
)

RETURN LENGTH(tips)","LET tips = (
    FOR u IN Users
        FILTER u.name == ""Michelle""

        FOR t IN 1..1 OUTBOUND u WritesTip
            FILTER t.year == 2014
            RETURN DISTINCT t._id
)

RETURN LENGTH(tips)"
Q033,How many tips has Michelle written in April,medium,graph_count,,,Mistral,mistral:latest,"LET matching_businesses = (
    FOR b IN Businesses
        FILTER b.city == ""April""

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Tips Has Michelle Written""

            RETURN DISTINCT b._id
)

RETURN LENGTH(matching_businesses)","
LET tips = (
    FOR u IN Users
        FILTER u.name == ""Michelle""

        FOR t IN 1..1 OUTBOUND u WritesTip
            FILTER t.month == 4
                OR LOWER(TO_STRING(t.month)) == ""april""

            RETURN DISTINCT t._id
)

RETURN LENGTH(tips)
",4.052149057388306,,True,,,True,,True,,True,,1.0,1.0,False,semantic_result_mismatch,RAG + Agent,True,0,"LET tips = (
    FOR u IN Users
        FILTER u.name == ""Michelle""

        FOR t IN 1..1 OUTBOUND u WritesTip
            FILTER t.year == 20XX AND t.month == ""April""
            RETURN DISTINCT t._id
)

RETURN LENGTH(tips)","LET matching_businesses = (
    FOR b IN Businesses
        FILTER b.city == ""April""

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Tips Has Michelle Written""

            RETURN DISTINCT b._id
)

RETURN LENGTH(matching_businesses)"
